thisRow.t,notes,Instruction.started,text.started,key_resp_2.started,Instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,TRIAL.started,item1.started,sound_1.started,item2.started,sound_2.started,item2.stopped,sound_2.stopped,sound_1.stopped,item1.stopped,image_L.started,image_R.started,key_resp.started,TRIAL.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,xLength1,xLength2,ratio,End.started,text_2.started,text_2.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.04345949925482273,0.05908400006592274,0.05908400006592274,139.8324996996671,space,139.76776710059494,None,,,,,,,,,,,,,,,,,,,,,,,,,NCA417,001,2025-05-19_10h55.42.468,Time estimation,2023.2.3,60.172924993663514,2025-05-19 10h56.21.971322 +0200,
,,,,,,,,,142.12844519969076,142.21314019989222,142.16216289624572,144.94616299960762,144.945774500072,146.3456362998113,146.3456362998113,146.7954308995977,146.8289636000991,146.8289636000991,146.8289636000991,147.32878219988197,149.43031319975853,w,1,2098.8815994933248,None,4.114,1.3713333333333333,3,,,,,NCA417,001,2025-05-19_10h55.42.468,Time estimation,2023.2.3,60.172924993663514,2025-05-19 10h56.21.971322 +0200,
,,,,,,,,,150.29990519955754,150.3781532999128,150.34436089824885,151.8944644993171,151.89453560002147,156.25966729968786,156.25966729968786,152.32748840004206,152.3445895994082,156.76033739931881,156.76033739931881,157.25987569987774,157.86204709950835,p,1,586.3650999963284,None,1.454,4.362,3,,,,,NCA417,001,2025-05-19_10h55.42.468,Time estimation,2023.2.3,60.172924993663514,2025-05-19 10h56.21.971322 +0200,
,,,,,,,,,158.69820849969983,158.77626759931445,158.74278899878263,160.5261402996257,160.52605049945413,165.54182429984212,165.54182429984212,160.92646549921483,160.94282319955528,166.024801899679,166.024801899679,166.52488810010254,168.793421799317,p,1,2263.808200135827,None,1.662,4.986,3,,,,,NCA417,001,2025-05-19_10h55.42.468,Time estimation,2023.2.3,60.172924993663514,2025-05-19 10h56.21.971322 +0200,
,,168.81578309927136,168.82369829993695,168.82369829993695,173.3582430994138,space,4.524011100642383,None,,,,,,,,,,,,,,,,,,,,,,,,,NCA417,001,2025-05-19_10h55.42.468,Time estimation,2023.2.3,60.172924993663514,2025-05-19 10h56.21.971322 +0200,
,,,,,,,,,174.2002254994586,174.27331649977714,174.23946209847927,179.30552569963038,179.30538659989833,180.97183249983937,180.97183249983937,179.70551660005003,179.72191269975156,181.45514529943466,181.45514529943466,181.95527509972453,184.72295789979398,w,1,2756.2048994004726,None,4.945,1.6460475088870032,3.0041660239464334,,,,,NCA417,001,2025-05-19_10h55.42.468,Time estimation,2023.2.3,60.172924993663514,2025-05-19 10h56.21.971322 +0200,
,,,,,,,,,185.5651810998097,185.63764410000294,185.6039498982951,187.72048409935087,187.72058159932493,191.71976069919765,191.71976069919765,188.10383839998394,188.12057259958237,192.18615769967437,192.18615769967437,192.6862551998347,193.77119660004973,p,1,1083.3494001999497,None,1.9827030587341423,3.969,2.0018126176362534,,,,,NCA417,001,2025-05-19_10h55.42.468,Time estimation,2023.2.3,60.172924993663514,2025-05-19 10h56.21.971322 +0200,
,,,,,,,,,194.60482419934124,194.6855473993346,194.65202149786055,201.83432650007308,201.83427519984542,206.4166144998744,206.4166144998744,202.23366359993815,202.25080269947648,206.8830193998292,206.8830193998292,207.38300909940153,212.21738589927554,p,0,4823.888500221074,None,7.055,4.553147252517138,1.5494776708791378,,,,,NCA417,001,2025-05-19_10h55.42.468,Time estimation,2023.2.3,60.172924993663514,2025-05-19 10h56.21.971322 +0200,
,,,,,,,,,213.0296553997323,213.09835759922862,213.0650138983503,217.21443649940193,217.21448369957506,225.22939689923078,225.22939689923078,217.58128139935434,217.5977197000757,225.71268829982728,225.71268829982728,226.2124823993072,226.9642925998196,p,1,743.0539997294545,None,3.9913825747759635,7.99,2.0018126176362534,,,,,NCA417,001,2025-05-19_10h55.42.468,Time estimation,2023.2.3,60.172924993663514,2025-05-19 10h56.21.971322 +0200,
,,,,,,,,,227.79779369942844,227.86226569954306,227.8283759985119,232.11113649979234,232.1112390000373,234.21070630010217,234.21070630010217,232.49414990004152,232.5113581996411,234.67752779927105,234.67752779927105,235.17737829964608,237.1952840993181,w,1,2006.9492999464273,None,4.141,2.0686251867518477,2.0018126176362534,,,,,NCA417,001,2025-05-19_10h55.42.468,Time estimation,2023.2.3,60.172924993663514,2025-05-19 10h56.21.971322 +0200,
,,,,,,,,,238.04593720007688,238.12685059942305,238.07633169870823,238.7266151998192,238.72661019936203,239.6265151994303,239.6265151994303,239.12637539952993,239.15975839924067,240.1095242993906,240.1095242993906,240.6095279995352,243.69374949950725,p,1,3071.751999668777,None,0.531,0.8679325225215114,1.6345245245226203,,,,,NCA417,001,2025-05-19_10h55.42.468,Time estimation,2023.2.3,60.172924993663514,2025-05-19 10h56.21.971322 +0200,
,,,,,,,,,244.3905998999253,244.4586601993069,244.42500049825756,248.69125350005925,248.69106589984148,255.23997979983687,255.23997979983687,248.94125859998167,248.95790239982307,255.7228889996186,255.7228889996186,256.2229119995609,257.3742933999747,p,1,1138.2919996976852,None,3.9919866004492612,6.525,1.6345245245226203,,,,,NCA417,001,2025-05-19_10h55.42.468,Time estimation,2023.2.3,60.172924993663514,2025-05-19 10h56.21.971322 +0200,
,,,,,,,,,258.1900343000889,258.2557830000296,258.2220892988145,259.6721228994429,259.6720987994224,261.52198470011353,261.52198470011353,260.0388674000278,260.0553223993629,262.00527040008456,262.00527040008456,262.50493100006133,263.8744459999725,p,1,1364.037899300456,None,1.294,1.8323306553559677,1.4160205991931745,,,,,NCA417,001,2025-05-19_10h55.42.468,Time estimation,2023.2.3,60.172924993663514,2025-05-19 10h56.21.971322 +0200,
,,,,,,,,,264.55100919958204,264.6205604998395,264.58768719844517,266.0209917994216,266.02117319945245,267.67075950000435,267.67075950000435,266.25427799951285,266.2709156991914,268.15395190007985,268.15395190007985,268.65382779948413,274.05437599960715,w,0,5389.265400357544,None,1.147,1.624175627274571,1.4160205991931745,,,,,NCA417,001,2025-05-19_10h55.42.468,Time estimation,2023.2.3,60.172924993663514,2025-05-19 10h56.21.971322 +0200,
,,,,,,,,,274.8540263995528,274.93597409967333,274.8854427980259,280.06818699929863,280.0681111000478,283.15090149920434,283.15090149920434,280.4180950000882,280.4514784999192,283.6171903992072,283.6171903992072,284.11732889991254,285.76856409944594,w,1,1636.9871003553271,None,5.001,3.0596053622753647,1.6345245245226203,,,,,NCA417,001,2025-05-19_10h55.42.468,Time estimation,2023.2.3,60.172924993663514,2025-05-19 10h56.21.971322 +0200,
,,,,,,,,,286.5822586994618,286.6498666992411,286.61644009854643,293.89844150003046,293.89831819925456,298.28039400000125,298.28039400000125,294.2649007998407,294.2817385001108,298.7642351994291,298.7642351994291,299.26427389960736,303.3482717992738,p,0,4068.222200497985,None,7.124,4.358454029364067,1.6345245245226203,,,,,NCA417,001,2025-05-19_10h55.42.468,Time estimation,2023.2.3,60.172924993663514,2025-05-19 10h56.21.971322 +0200,
,,,,,,,,,304.1759623000398,304.24650549981743,304.21262579839674,307.5957574993372,307.5955676993355,314.09472269937396,314.09472269937396,307.9790972992778,307.9957267995924,314.57746499963105,314.57746499963105,315.0775926997885,315.8464607000351,p,1,763.3349997922778,None,3.2370662183414574,6.48,2.0018126176362534,,,,,NCA417,001,2025-05-19_10h55.42.468,Time estimation,2023.2.3,60.172924993663514,2025-05-19 10h56.21.971322 +0200,
,,,,,,,,,316.6687459992245,316.74403599929065,316.710194497928,317.7603209000081,317.7603442993015,319.5933884996921,319.5933884996921,318.1269109994173,318.1436747992411,320.05984419956803,320.05984419956803,320.55991069972515,323.19442229997367,p,1,2624.9127006158233,None,0.9,1.801631355872628,2.0018126176362534,,,,,NCA417,001,2025-05-19_10h55.42.468,Time estimation,2023.2.3,60.172924993663514,2025-05-19 10h56.21.971322 +0200,
,,,,,,,,,323.87197409942746,323.9424898996949,323.90877809878435,328.94144239928573,328.9413973994553,331.8738227998838,331.8738227998838,329.1746128993109,329.19119710009545,332.35743749979883,332.35743749979883,332.85729519929737,335.6083460999653,w,1,2741.2982005625963,None,4.7450246946891665,2.903,1.6345245245226203,,,,,NCA417,001,2025-05-19_10h55.42.468,Time estimation,2023.2.3,60.172924993663514,2025-05-19 10h56.21.971322 +0200,
,,,,,,,,,336.4393734000623,336.5065342998132,336.4727735981345,340.0388142997399,340.03888339996337,345.65476269926876,345.65476269926876,340.4391008997336,340.4560082992539,346.13794449996203,346.13794449996203,346.63772899936885,347.22250069957227,p,1,571.6895991936326,None,3.424849193764745,5.598,1.6345245245226203,,,,,NCA417,001,2025-05-19_10h55.42.468,Time estimation,2023.2.3,60.172924993663514,2025-05-19 10h56.21.971322 +0200,
,,,,,,,,,348.0429820995778,348.1209231996909,348.08695399817077,352.43661479931325,352.4365893991664,355.4356605997309,355.4356605997309,352.81980710010976,352.8365171998739,355.9191988995299,355.9191988995299,356.4190563997254,357.4205696992576,w,1,991.1509994417429,None,4.2126612825996945,2.975,1.4160205991931745,,,,,NCA417,001,2025-05-19_10h55.42.468,Time estimation,2023.2.3,60.172924993663514,2025-05-19 10h56.21.971322 +0200,
,,,,,,,,,358.23555949982256,358.31879089958966,358.2683649983257,359.4182152999565,359.41832489967345,360.85162919946015,360.85162919946015,359.784886199981,359.81833110004663,361.3178286999464,361.3178286999464,361.81794039998204,369.7346862992272,w,0,7905.211300589144,None,0.992,1.404692434399629,1.4160205991931745,,,,,NCA417,001,2025-05-19_10h55.42.468,Time estimation,2023.2.3,60.172924993663514,2025-05-19 10h56.21.971322 +0200,
,,,,,,,,,370.5627004997805,370.63255369942635,370.5990673979744,373.2488896995783,373.2489882994443,377.3646732000634,377.3646732000634,373.64869479928166,373.6653055995703,377.83117529936135,377.83117529936135,378.3312439993024,379.3822746993974,p,1,1040.8851001411676,None,2.501,4.087945835831073,1.6345245245226203,,,,,NCA417,001,2025-05-19_10h55.42.468,Time estimation,2023.2.3,60.172924993663514,2025-05-19 10h56.21.971322 +0200,
,,,,,,,,,380.1987485997379,380.28094149939716,380.2301840985194,384.32982889935374,384.3297592995688,390.77838189993054,390.77838189993054,384.6796378996223,384.72984799928963,391.24523440003395,391.24523440003395,391.74512449931353,392.87996729929,p,1,1128.6651995033026,None,3.9332539240288584,6.429,1.6345245245226203,,,,,NCA417,001,2025-05-19_10h55.42.468,Time estimation,2023.2.3,60.172924993663514,2025-05-19 10h56.21.971322 +0200,
,,,,,,,,,393.7137877000496,393.7778105996549,393.7443268984556,399.19357190001756,399.19354039970784,406.72510469984263,406.72510469984263,399.5962032992393,399.61084860004485,407.1923468001187,407.1923468001187,407.69169519934803,408.96004319936037,p,1,1260.8513999730349,None,5.301476549336476,7.507,1.4160205991931745,,,,,NCA417,001,2025-05-19_10h55.42.468,Time estimation,2023.2.3,60.172924993663514,2025-05-19 10h56.21.971322 +0200,
,,,,,,,,,409.803007199429,409.87480650004,409.8409846987575,412.1908726999536,412.1908515000716,415.35693909972906,415.35693909972906,412.5906932996586,412.60727209970355,415.82335079927,415.82335079927,416.32370249927044,418.29161009937525,w,0,1965.463100001216,None,2.219600478828366,3.143,1.4160205991931745,,,,,NCA417,001,2025-05-19_10h55.42.468,Time estimation,2023.2.3,60.172924993663514,2025-05-19 10h56.21.971322 +0200,
,,,,,,,,,419.1198442997411,419.2061136998236,419.15566549878565,424.638421099633,424.63806439917533,427.9205110995099,427.9205110995099,425.03829840011895,425.0552611993626,428.40393939986825,428.40393939986825,428.90413829963654,430.37284909933805,p,0,1462.5710994005203,None,5.338,3.2657815284594873,1.6345245245226203,,,,,NCA417,001,2025-05-19_10h55.42.468,Time estimation,2023.2.3,60.172924993663514,2025-05-19 10h56.21.971322 +0200,
,,,,,,,,,431.1964010996744,431.2704460993409,431.2366054985672,432.986673399806,432.98643979970365,436.219307099469,436.219307099469,433.369964200072,433.38665429968387,436.7025600001216,436.7025600001216,437.2023585997522,437.9538173992187,p,1,733.8870000094175,None,1.606044427772806,3.215,2.0018126176362534,,,,,NCA417,001,2025-05-19_10h55.42.468,Time estimation,2023.2.3,60.172924993663514,2025-05-19 10h56.21.971322 +0200,
,,,,,,,,,438.6454936992377,438.7188729001209,438.68514699880035,443.35111689940095,443.3511687999591,445.5672617992386,445.5672617992386,443.60079339984804,443.6177754998207,446.0505001991987,446.0505001991987,446.5504852999002,448.66922639962286,w,1,2113.516199402511,None,4.391,2.193512000731071,2.0018126176362534,,,,,NCA417,001,2025-05-19_10h55.42.468,Time estimation,2023.2.3,60.172924993663514,2025-05-19 10h56.21.971322 +0200,
,,,,,,,,,449.4995249994099,449.6164416000247,449.53281499873844,453.01578739937395,453.0157603992149,458.51495839934796,458.51495839934796,453.39910429995507,453.46552559919655,458.980972699821,458.980972699821,459.4811817994341,463.56577509921044,w,0,4079.3331004679203,None,3.3447035623994035,5.467,1.6345245245226203,,,,,NCA417,001,2025-05-19_10h55.42.468,Time estimation,2023.2.3,60.172924993663514,2025-05-19 10h56.21.971322 +0200,
,,,,,,,,,464.40996389929205,464.5968443993479,464.4463879982009,470.9955295994878,470.99541020002215,474.228136099875,474.228136099875,471.39537929929793,471.52844799961895,474.71130879968405,474.71130879968405,475.21122229937464,479.24654409941286,w,1,4030.616099946201,None,6.428,3.2110897610337785,2.0018126176362534,,,,,NCA417,001,2025-05-19_10h55.42.468,Time estimation,2023.2.3,60.172924993663514,2025-05-19 10h56.21.971322 +0200,
,,,,,,,,,480.0760468998924,480.16029269993305,480.10982889831064,485.57556079979986,485.57561280000954,488.2586084995419,488.2586084995419,485.9588552992791,485.99218739941716,488.7418419998139,488.7418419998139,489.24164409935474,490.7766897995025,w,1,1523.5721999779344,None,5.3288251881477064,2.662,2.0018126176362534,,,,,NCA417,001,2025-05-19_10h55.42.468,Time estimation,2023.2.3,60.172924993663514,2025-05-19 10h56.21.971322 +0200,
,,,,,,,,,491.58767809998244,491.65762219950557,491.6242105986923,494.2572927996516,494.25736929923295,498.30628649983555,498.30628649983555,494.60753959976137,494.623920799233,498.7730032997206,498.7730032997206,499.289592099376,500.6243009995669,p,1,1321.0907997563481,None,2.46616061094421,4.031,1.6345245245226203,,,,,NCA417,001,2025-05-19_10h55.42.468,Time estimation,2023.2.3,60.172924993663514,2025-05-19 10h56.21.971322 +0200,
,,,,,,,,,501.44599759951234,501.52250169962645,501.4887842979282,504.8717907993123,504.87182899918406,510.18736949935555,510.18736949935555,505.23842229973525,505.25510070007294,510.6538485996425,510.6538485996425,511.153857300058,515.8711280999705,p,1,4702.691800892353,None,3.2333561966857234,5.285,1.6345245245226203,,,,,NCA417,001,2025-05-19_10h55.42.468,Time estimation,2023.2.3,60.172924993663514,2025-05-19 10h56.21.971322 +0200,
,,,,,,,,,516.6825567996129,516.7524492992088,516.7190344983712,525.8672722000629,525.867233299464,532.232837099582,532.232837099582,526.2334230998531,526.2504966994748,532.7157866992056,532.7157866992056,533.2159087993205,534.3676728000864,w,1,1137.3902997002006,None,8.987,6.346659084705863,1.4160205991931745,,,,,NCA417,001,2025-05-19_10h55.42.468,Time estimation,2023.2.3,60.172924993663514,2025-05-19 10h56.21.971322 +0200,
,,,,,,,,,535.1801579995081,535.2489434992895,535.215135598369,539.7310037994757,539.73115899954,542.8307007998228,542.8307007998228,540.0811640992761,540.0977424997836,543.2971491999924,543.2971491999924,543.7972017992288,545.7981595993042,w,1,1992.2113995999098,None,4.349,3.071283004271258,1.4160205991931745,,,,,NCA417,001,2025-05-19_10h55.42.468,Time estimation,2023.2.3,60.172924993663514,2025-05-19 10h56.21.971322 +0200,
,,,,,,,,,546.6288668001071,546.7132085999474,546.6792972985655,555.061480499804,555.0617359995842,561.5434983000159,561.5434983000159,555.461343199946,555.4779278999195,562.0102220000699,562.0102220000699,562.5098148994148,563.6117120999843,w,1,1099.168399348855,None,8.256,6.453876018991949,1.2792312674902502,,,,,NCA417,001,2025-05-19_10h55.42.468,Time estimation,2023.2.3,60.172924993663514,2025-05-19 10h56.21.971322 +0200,
,,,,,,,,,564.4391273995861,564.5094545995817,564.475942398049,568.3920928994194,568.3920229000971,573.2412169994786,573.2412169994786,568.7750704996288,568.7918183999136,573.7075988994911,573.7075988994911,574.2076496994123,585.8569836998358,p,1,11644.457099959254,None,3.769451327952904,4.822,1.2792312674902502,,,,,NCA417,001,2025-05-19_10h55.42.468,Time estimation,2023.2.3,60.172924993663514,2025-05-19 10h56.21.971322 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585.857081499882,585.8716397993267,588.8712171996012,588.8554424000904,,,,,,,,
